,text,place,uri,collector,area,lat,lon,english
27425,Ακαμάτης και φαγάς πάει και γίνεται παπάς,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257092,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Lazy and glutton goes and becomes a priest
27588,Ζητιάνου δώσε κι από το Θεό θα το 'βρής,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183088,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Give to the beggar and you will find it from God
100185,Μπέης στ' άχερα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/285230,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,A lord in the reeds.
27860,Όποιος πάει προς τα πίσω κάνει δυο βολές το δρόμο,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213573,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Whoever goes backwards makes two journeys on the road
80135,Καλός είν' ο αγιασμός αλλ' ας είναι και γάτα σπίτι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/201319,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"Holy water is good, but it's better to have a cat at home."
80284,Ποτήρι φέρνει γύρα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257188,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,A glass goes around.
79999,"Άνθρωπος (ο) τον άνθρωπο ατός του κι απατός του, κάνει κακό του λόγου του και χαίρεται ο οχτρός του","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153929,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"A man is his own worst enemy, he hurts himself with his words and delights his foe."
80206,"Ξεραγκινό γαμάρι, ξεπατωμένος στ΄ άχερα","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/288686,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,An old ox on the horns.
79998,Άνεμου μαζώματα διάολου σκορπίσματα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153918,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"Easy come, easy go"
99911,"Αν σε φάη η δεντρογαλιά, ούτε κρίσι, ούτε λαλιά","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/183006,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"If the tree frog eats you, neither cry nor speak"
100243,"Ο παππάς είναι αμπάρι, θέλ΄να φάη και να πάρη","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257316,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"The priest is a warehouse, he wants to eat and take."
100451,"Της κοντής της πούτσας, τα μαλλιά της φταίνε","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/213523,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"It is not the fault of her short arm, but her hair is to blame."
100095,"Και τα πρόβατα σωστά, και ο λύκος χορτάτος","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/267924,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,And the sheep are safe and the wolf is fed.
27601,Η γκαβή η αγελάδα τα γκαβά της δεν τα βλέπει,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183104,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,A cow does not see its own horns.
100290,"Όσες νυφάδες του γαμπρού, κι όσοι γαμπροί της νύφης","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182946,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"As many sons-in-law as the groom has, and as many daughters-in-law as the bride has."
80276,Περηφάνεια δίχως έχει τύφλα ναχη ποιος την έχει,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257230,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Pride has no eyes to see who has it
79990,Άδεια μαντριά γεμάτα λύκους,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153917,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Empty sheepfolds are full of wolves
93577,Τι σπανομαρία που μου είσαι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257264,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,What a nuisance you are to me
93478,Ζήσε καλοπόρεψε και τον Μάη ν' αλλάξης,Θεσπρωτία,http://hdl.handle.net/20.500.11853/172304,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,Live well and prosper and in May change
27559,Διαόλου κάλτσα,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183078,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Devil's sock
27563,Δουλειά και τεμπελιά ποτέ τους δεν μονοιάζουν,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183080,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Work and idleness never agree
100344,"Πέρσι έκλασε, φέτος βρώμισε","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257342,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Last year it cracked, this year it rotted."
99917,Απ' το ντιπ κι' ολότελα καλή είν' κι' η Παναγιώτενα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/269314,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Even the worst thing can be good for something
100322,"Πάντρεψέ με μακρυά, να ξέρω να παινιούμαι","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257305,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Marry me off far away, so I can brag about it."
92737,"Οπού 'χε γνώση κούρευι, δεν κωλοκούριζε","Θεσπρωτία, Σούλι, Σαμονίβα",http://hdl.handle.net/20.500.11853/272770,"Οικονομίδης, Δημήτριος Β.",Θεσπρωτία,39.54401235,20.308355368968883,"Where he had knowledge, he did not shear the donkey."
97255,Ο παπάς έρχεται απ΄την πόλι η Παπαδιά μολογάει,"Θεσπρωτία, Πρέβεζα, Λέλοβο",http://hdl.handle.net/20.500.11853/257384,"Παπαμιχαήλ, Κωνσταντίνος",Θεσπρωτία,39.54401235,20.308355368968883,"The priest comes from the town, the priest's wife is talking nonsense."
27479,"Από πού 'σαι κλωναράκι, απ' εκείνο τό δεντράκι","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183041,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,You are from where your roots are.
100083,Κάναμαν μαύρα μάτια να σε δούμε,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156941,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,We were born with black eyes just to see you.
27480,Από ρόδο βγαίνει αγκάθι κι απ' τα αγκάθι ρόδο,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144700,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,From the rose comes the thorn and from the thorn comes the rose
93550,Πολλοί βγάζουν τα κάστανά από την φωτιά με το χέρι τ' αλλουνού,Θεσπρωτία,http://hdl.handle.net/20.500.11853/156445,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,Many people take chestnuts out of the fire with another's hand.
27677,Κανένας δεν εγέννησε μόν' η Μαριώ το Γιάννη,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183120,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Nobody bore just Mary bore John.
27766,Να σε φυλάη ο θεός από καιννούργιο άρχοντα,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/268042,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,May God protect you from a new ruler.
80123,"Καιρός τρώει τα μήλα, καιρός τρώει τα φύλλα","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/266811,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"Time eats the apples, time eats the leaves."
27494,Βάλε ελιά γιά τά παιδιά σου καί μηλιά γιά τήν κοιλιά σου,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183053,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Plant an olive tree for your children and an apple tree for your stomach
100096,"Και τα πρόβατα σωστά, κι΄ο λύκος χορτασμένος","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/268032,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,And the sheep are safe and the wolf is full
100502,Τον άρρωστο ρωτάν και του γέρου του δίνουν,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182996,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,They ask the sick and give to the old.
80054,Γλήγορο (το) και το καλό δεν πάν μαζί τα δυο,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/162901,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Fast (the) and good do not go together the two
97256,"Ο ύπνος τρέφει το παιδί και ο ήλιος το μουσχάρι, και το κρασί τον γέροντα τον κάνει παλληκάρι","Θεσπρωτία, Πρέβεζα, Λέλοβο",http://hdl.handle.net/20.500.11853/273342,"Παπαμιχαήλ, Κωνσταντίνος",Θεσπρωτία,39.54401235,20.308355368968883,"Sleep feeds the child, the sun the young man, and wine makes the old man young"
27551,"Δεν με μέλλει που πεθαίνω, αλά όσο ζω μαθαίνω","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257099,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"I am not worried about dying, but as long as I live I learn"
27833,Όλος κι όλος μια πιθαμή,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213583,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"All and all, a handful"
80283,Πολύ το κύριε ελέησο βαρεί και του Θεού,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257227,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Too many Lord have mercies even God gets tired
99937,"Βγήκ' ο ήλιος στα βούνα, βράσε βάβω τραχάνα","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182963,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"The sun came out on the mountains, boil the baby trachana"
27482,Αργάτης αργοκίνητος όλο δικέλι αλλάζει,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183046,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Lazy and slow, but he often changes his mind"
80033,Από τη μια τη μεριά κούτσ' κι απ' την άλλη σ',"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/281141,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"Damned if you do, damned if you don't"
27431,Αλιά π' οχτώ σε δέρνουνε κι ο νους σου δεν σε δέρνει,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/287333,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Eight mules beat you and your mind doesn’t.
27483,"Αργυρό το μίλημα, ακριβό το σώπα","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257093,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Speech is silver, but silence is golden."
100135,Κουτσή ή στραβή την έχω;,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/272892,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Whether lame or cross-eyed, I have it."
80090,Εκεί που κρεμάαν οι κλέφτες τ' άρματα κρεμάν οι γυναίκες τ' άργανα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153945,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"Where thieves used to hang their swords, women now hang their distaffs"
27440,"Αν γειτονέψης με κουτσό, θα μάθης να κουτσαίνης","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/272896,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"If you live with a lame man, you will learn how to limp."
27624,Η πολλή δουλειά λίγη δεν γίνεται,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183106,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,A lot of work cannot be done in a short time
27876,Όπου γάμος και χαρά κι αυτός από κοντά,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144794,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Where there is a wedding and joy, he is also nearby"
28053,"Το φαΐ να το αφήνης, την δουλειά όχι","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183194,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Leave the food but not the job.
99887,"Άσπρον κόλο πόχει η νύφη, νάχαμαν και μεις οι γύφτοι","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182921,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"The bride has a white behind, if only we gypsies did"
99913,"Απ' τ' αυγό, γλυτώνεις και την κότα","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156973,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"From the egg, you save the hen"
27659,"Κάλλιο να 'σαι πονηρός, παρά ανδρειωμένος","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257111,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Better be cunning than brave
80200,Ξαστεριά (η) από βραδίς είναι πομπή της μέρας,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/287462,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Dawn is the procession of the day.
27950,Ποιός είδε τον Θεό και δεν τον φοβήθηκε,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183166,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Who saw God and wasn’t afraid of Him
27858,"Όποιος κλείνεται στον εαυτό του, Δεν το νοιάζει η φυλακή","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183151,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"He who is locked in himself, does not care about prison."
100505,Του γύφτου δεν του χύνεται,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182977,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,The gypsy's doesn't spill.
80239,Όποιος φτιάνει το λάκκο τ' αλλουνού πέφτει ο ίδιος μέσα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153952,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,"He who digs a pit for others, falls in himself."
27430,"Αλεπού που κοιμάται, κόττες δεν πιάνει","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213530,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,A sleeping fox doesn’t catch hens.
99927,"Ας με λεν κοτζαμπασίνα, κι' ας ψοφάω από την πείνα","Θεσπρωτία, Παραμυθιά, Ραχούλι",http://hdl.handle.net/20.500.11853/276414,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Better to be called a scoundrel and die of hunger
27982,Σαν μπέης περνάει,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/285388,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,He passes like a pasha
80278,Πήγε να βγάλει λαγό κι έβγαλ' αρκούδα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/201332,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,He went to take out a hare and he took out a bear.
27816,Ο πρώτος πάντα πρώτος είναι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257143,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,The first is always first
27960,"Πριν να σκεφθή ο νούς, η γλώσσα να μην τρέχη","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183168,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Before the mind thinks, the tongue must not run."
100029,"Εκεί που δεν σε σπέρνουν, να μην φυτρώνης","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257352,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Where you are not sown, do not sprout."
27900,Όταν χτυπούνται δυό λαΐνια ένα από τα δυό θα σπάση,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183137,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,When two pots collide one of them will break.
100217,Ξύδι μπιντιαβά μέλι με παρά,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/290358,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Vinegar in the mouth, honey with the words."
80170,Μάρτης ο πέντε δείλινος και ματαπεινασμένος,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/278115,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,March is the month that brings the most false promises.
27681,Κεφάλι δίχως μέτρα θέλει κτύπημα στη πέτρα,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/271053,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,A head without a brain needs a knock on the stone.
93554,Πως πηγαίνουν οι δουλειές; - Όλες είναι της γκαβές πότε δίπλα πότε ορθες,Θεσπρωτία,http://hdl.handle.net/20.500.11853/172313,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"How are things going? - All are on the edge, sometimes sideways, sometimes upright."
93449,Δεν πας να ξύσης κλιές,Θεσπρωτία,http://hdl.handle.net/20.500.11853/206383,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,You don't go to pick olives with a rake
27560,"Δούλευε νιος, για να 'χης γέρος","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/287335,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"Work while you are young, so that you can be at ease when you are old."
80319,Τήρησα να τον σκιάξω και με πατάγωσε,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257251,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,I tried to shade him and he eclipsed me
27436,"Αμαρτία λεγαμένη, μισή συγχωρεμένη","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144728,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Confess and be forgiven
27916,"Παθός, μαθός","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/291055,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Experience is the best teacher
99909,"Αν σε φάει η οχιά, γρήγορα στην εκκλησιά","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/291007,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"If the viper bites you, hurry to the church."
27810,Ο Μάρτης είναι πεντάγνωμος,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/278929,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,March is five-souled
80134,Καλός (ο) καλό δε γλέπει,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/201314,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Good does not envy good.
100416,Στίβει την πέτρα και βγάνει ζουμί,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257367,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Squeezes the stone and gets juice out.
93432,Γαμπρός παιδί δεν γίνεται και νύφη θυγατέρα,Θεσπρωτία,http://hdl.handle.net/20.500.11853/172301,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,A son-in-law is not a son and a daughter-in-law is not a daughter.
80111,Κάλλιο λάχανα και ρήνει παρά ζάχαρη και γκρίνια,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/162887,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,Better cabbage and farts than sugar and grumbles.
100143,Κύλησε ο τέτζερη και βρήκε το καπάκι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156988,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Even a blind hen can find a grain of corn.
27698,Λαγού αυτιά και μάτια κουκουβάγιας,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/276556,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Ears of a hare and eyes of an owl.
80203,Ξένο (το) άλογο στο δρόμο τρώει ο λύκος,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/201322,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,A strange horse on the road is eaten by the wolf.
93409,Αν αστράψ' ς το Ζάλογγο βάλε μέσα τ' άλογο αν αστράψ' σ τη Δραγομή θέλης βάλ΄ το θέλης μη,Θεσπρωτία,http://hdl.handle.net/20.500.11853/156416,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"If it thunders at Zalogo, put the horse in, if it thunders at Dragomi, put it in if you want to, don't if you don't want to."
27428,Ακριβός στα πίτυρα και φτηνός στ΄αλεύρι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144836,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Stingy with the bran and generous with the flour
28016,Τα λίγα λόγια είναι περισσότερα από τα καθόλου,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213599,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,A few words are better than none.
100182,Μου τριψε αγουρίδα στα μούτρα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156993,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,He rubbed a gourd in my face.
92612,"Μάτια σου, πραμάτεια σου, ν' άνοιγες τα μάτια σου","Θεσπρωτία, Σούλι, Αγία Κυριακή (Πόποβο)",http://hdl.handle.net/20.500.11853/257386,"Οικονομίδης, Δημήτριος Β.",Θεσπρωτία,39.54401235,20.308355368968883,"Eyes are your business, open your eyes."
27404,Άλλος έχει το όνομα κι άλλος την χάρι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144704,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,"One has the name, and another the fame"
93585,Το μήλο και χίλια γρόσια να χη να το καθαρίζης πριν τα φάς το απίδι ένα μπαρά να χη να μη το καθαρίζης,Θεσπρωτία,http://hdl.handle.net/20.500.11853/282042,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"An apple and a thousand groschen, wash it before you eat it; a pear, a bar of soap, don't wash it."
100368,Που δόντια για μέλι;,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/280738,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,Where are the teeth for honey?
93538,"Πάλ' ημείς και πάλ ημείς, πάλ' Αλή πασάς βαλής",Θεσπρωτία,http://hdl.handle.net/20.500.11853/257060,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,"We fought and fought, and Ali Pasha became the ruler"
99960,Δεν αδειάζει του μουνί μου να παίζη την ομάδα όλη την εβδομάδα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156974,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,My ass doesn't have the time to play the whole team all week long
100149,Λάχανα στην μάννα μου λάχανα στον άντρα μου κάλλιο με την μάννα μου πάρεξ με τον άντρα μου,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/269200,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,"Cabbage to my mother, cabbage to my husband, better with my mother than with my husband"
27696,Λαγός την φτέρη έτριβε κακού του κεφαλιού του,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/276554,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,The rabbit was rubbing the fern against its own head for its own evil.
92738,Οπού 'χε νου κούρευι δεν κουλουκούριζε,"Θεσπρωτία, Σούλι, Γλυκύ",http://hdl.handle.net/20.500.11853/272769,"Οικονομίδης, Δημήτριος Β.",Θεσπρωτία,39.54401235,20.308355368968883,"Where there's a will, there's a way"
100501,Τό μέσα τής ελιάς καί τ' όξω τής καρύδας,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182982,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883,The inside of the olive and the outside of the coconut
27732,Με τον καλόν σου κάθησε και νηστικός σηκώσου,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213560,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883,Sit with the good and rise up hungry.
