,text,place,uri,collector,area,lat,lon,adimakis
80160,Λάκκος κούτσουρα άκοπα δεν κουβαλάει,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/271280,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Λάκκος κουτσουράς άκοπα δεν κουβαλάει
100188,"Μπήκε-βγήκε, κατουρήθ'κε-πλύθ'κε","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/285379,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Μπήκε-βγήκε, κατουρήθηκε-πλύθηκε"
100447,Τα χρήματα και τα κρίματα δεν κρύβονται,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/274468,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Τα χρήματα και τα κρίματα δεν κρύβονται
28068,Του έστριψε η βίδα,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144832,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Του έστριψε η βίδα
27656,"Κάλλιο γαιδουρόδερνε, παρά γαιδουρογύρευε","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144768,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Καλύτερο γαϊδουρόδερνε, παρά γαϊδουρογύρευε"
27727,Μαύρο είναι το πιπέρι και πουλιέται με το δράμι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213562,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Μαύρο είναι το πιπέρι και πουλιέται με το δραχμή
27939,Πηγαίνω αργά γιατί βιάζομαι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144807,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Πηγαίνω αργά γιατί βιάζομαι
93405,Άρμα πύρμα,Θεσπρωτία,http://hdl.handle.net/20.500.11853/156437,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883," Here is the translation:

Άρμα πύρμα becomes Άρμα πύρμα"
27454,"Αν και καθήμενος, ορθά μίλησες","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/268038,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Αν και καθισμένος, ορθά μίλησες"
27451,"Αν είχε η ζούρλια κέρατα, θα φαίνονταν σε όλους","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/285382,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Here is the translation:

She had a zourklia kera, that she would not leave everyone.

Here is the translation with the same style:

She had a zourklia kera, that she would not leave everyone.

Here is the translation with different words:

She had a certain kera, that she would not abandon everyone.

Here is the translation and the explanation:

She had a zourklia kera, that she would not leave everyone.

In this sentence, ""zourklia"" is an uncommon Greek word, and ""kera"" is a Greek word that means ""courage"". The sentence can be translated to standard Greek using words with the same etymology. The translation is in the same style as the original sentence."
80040,Αχαμνέ μου κι ασχημέ μου τι θα πρωτοφάμε βράδι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153919,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Αχάμνησέ μου και άσχημέ μου τι θα πρωτοφάγω βράδυ
27745,"Μην κοιτάς τα στραβά τα πόδια μου, κοίταξε το έχει μου","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183128,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Μην κοιτάς τα στραβά μου πόδια, κοίταξε το έχει μου"
27793,"Ο έρωτας είναι τυφλός, ανοιχτομάτες πιάνει","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183141,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Ο έρως είναι τυφλός, ανοιχτόματι πιάνει"
93521,"Ο Γιάννης, ο Γιώργος, ο Γκίκας",Θεσπρωτία,http://hdl.handle.net/20.500.11853/172320,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883," Ο Γιάννης, ο Γιώργος, ο Γκίκας"
27570,Έπιασε τον πάπα από τ' αρχίδια,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213534,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Έπιασε τον πάπα από τα αρχίδια
100370,Που πας έρμο βιό; Πάω να ρημάξω κι' άλλον,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257339,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Here is the translation:

Που πας έρμο βιό; Πάω να ρημάξω κι' άλλον

becomes

Που πας έρμο βιό; Πάω να ρημάξω και άλλον

Translation: Where are you going to write a life; Go write another life.

Note: The translation is in standard Greek, not in any official tone."
27891,"Όταν δης πλάτανο και βάτο, τρέχει το νερό από κάτω","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144782,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Όταν δεις πλάτανο και βαίνει, τρέχει το νερό από κάτω"
93535,"Όταν θέλη κάνει γάμο, όταν θέλη πανηγύρι",Θεσπρωτία,http://hdl.handle.net/20.500.11853/172312,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883," Όταν θέλει κάνει γάμο, όταν θέλει πανηγύρι"
27595,Η αλήθεια έχει πίκρα,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144765,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Η αλήθεια έχει πίκρα
80332,Τυρί καλό σε σκύλινο τομάρι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257252,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Τυρί καλό σε σκυλίνο τομάρι
80252,Ότι κάμεις θα σου κάμουν,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/269548,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Ότι κάμεις θα σου κάμουν
100018,Είναι κι' αλλού πορτοκαλλιές που κάνουν πορτοκάλλια,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/156977,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Είναι και αλλού πορτοκαλλιές που κάνουν πορτοκάλια
27443,"Αν δεν γονατίση το γομάρι, δεν το φορτώνουν","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183045,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Αν δεν γίνεται το γομάρι, δεν το φορτώνουν"
100396,Σαράντα σκοπιές στον ξένο κόλο δεν πονάν. Μια στονβ δικό μας πονάει,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/213505,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Σαράντα σκοπίρες στον ξένο κόσμο δεν πονάν. Μια στον βδικό μας πονάει.
93522,Ο ένας κακό χερόβολο και ο άλλος κακό δεμάτι,Θεσπρωτία,http://hdl.handle.net/20.500.11853/268731,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Ο ένας κακό χερουβίμ και ο άλλος κακό δεσμωτή
100120,"Κόρη μ' όντα(ς) είσ' ανύπαντρη κακά προντάει η ποδιά σου. Να παντρευτής, να γκαστρουθής να δω την λεβεντιά σου","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257309,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Κορίτσι μου όντα(ς) είσαι ανύπαντρη κακά προντάει η ποδιά σου. Να παντρευτείς, να γαστρουθείς να δω την λεβεντιά σου"
27598,Η αρχοντιά νικάει την φτώχεια,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144757,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Η αρχοντιά νικάζει τη φτώχεια
27540,Γυναίκα και καρπούζι δεν διαλέγονται,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183024,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Γυναίκα και καρπούζι δεν διαλέγεσαι
92602,Λίγα τρώει ο άρρωστος και πολλά ξοδεύει,"Θεσπρωτία, Σούλι, Αγία Κυριακή (Πόποβο)",http://hdl.handle.net/20.500.11853/156015,"Οικονομίδης, Δημήτριος Β.",Θεσπρωτία,39.54401235,20.308355368968883, Λίγα τρώει ο άρρωστος και πολλά σπαταλάει
93505,Με τη δύναμη του Θεού μπαίν και το πουλί ς' το βρόχι,Θεσπρωτία,http://hdl.handle.net/20.500.11853/172310,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Με τη δύναμη του Θεού μπαινο και το πουλί στο βρόχι
27697,"Λαγός, πέρδικα και νοικοκύρης τον χειμώνα χαίρονται","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/287337,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Λαγός, πέρδικα και νικοκύρης τον χειμώνα χαίρονται"
100474,"Το κάτ' το κεφάλι, τρώει τ' απάνου","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/271012,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Το κάτω στο κεφάλι, τρώει από πάνω"
80161,Λείπει η σέλλα τού βρακιού τά δυό τά πεδινάρια,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/276625,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883,
80056,Γόμαρος δεμένος νοικοκύρης συγουρεμένος,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/162899,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Γόμαρος δεμένος νοικοκύρη συγουρεμένος
27707,"Λύκο βλέπουμε, ντορό ζητάμε","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/278009,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Λύκο βλέπουμε, δενδρο ζητάμε"
27547,Δεν έχει Θεό μέσα του,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183077,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Δεν έχει Θεό μέσα του
27668,Και παντρεμένος γάιδαρος κι ανύπαντρος γομάρι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257110,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Και παντρεμένος γάιδαρος κι ανύπαντρος γομάρι becomes Και παντρεμένος γάιδαρος κι ανύπαντρος γομάρι.
80310,Στη γκορτσιά στη Μίγλα κοκκιά μαειρεμένα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/271283,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Στη κορτσιά στη Μύγλα κόκκια μαγειρεμένα
93501,Λασπωμένος είναι,Θεσπρωτία,http://hdl.handle.net/20.500.11853/275687,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883,
80136,Καλομάννας τση το παιδί το πρώτο ναν' κορίτσι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/271276,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Καλόμαννας της το παιδί το πρώτο νανού κορίτσι
27983,Σαν σ' αρέση Μπαρμπά Λάμπρο,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144761,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Σαν σ' αρέσει Μπαρμπά Λάμπρο.
93526,Όλα έρχονται με τον καιρόν ΄ς τον τόπο τους,Θεσπρωτία,http://hdl.handle.net/20.500.11853/267468,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Όλα έρχονται με τον καιρό στο μέρος τους
27924,"Παρηγοριά στον άρρωστο, ώσπου να βγη ψυχή του","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257152,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Παρηγοριά στον άρρωστο, ώσπου να βγει ψυχή του"
27674,Καλά είναι τα φαρδομάνικα μα τα 'χουν οι δεσποτάδες,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213548,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Καλύτερα είναι τα φαρμακευτικά μα έχουν οι δεσπότες
100513,"Φάει λάδι, κι' έλα βράδυ","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/276550,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Here is the translation:

""The fig tree blooms, and I will bloom too."""
93582,Το κλωνί και διάλεμα και λινοπασχαλίτσου,Θεσπρωτία,http://hdl.handle.net/20.500.11853/206374,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Το κλωνί και διάλεγμα και λινόπασχα λίτςου
99926,Ας με λεν κοτζαμπασίνα κι' ας ψοφάω από την πείνα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/276548,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Ας με λένε κουτζαμπασίνα και ας ψοφάω από την πήινη
99907,"Αν μου ασπρίσαν τα μαλλιά, ασπρίσαν και τα γένια, αποκάτω είναι ντρένια","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/157005,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Αν μου άσπρισαν τα μαλλιά, άσπρισαν και τα γένια, αποκάτω είναι ντρένια"
100295,"Όταν κλωσιούνται τ' άλογα, αλλοιά απο τα γαϊδούρια","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/157013,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Όταν κλωσούνται τα άλογα, άλλες από τα γαιδούρια"
93470,Είναι ματαβγαλμένος,Θεσπρωτία,http://hdl.handle.net/20.500.11853/280065,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Είναι ματαβαλμένος
80187,Μικρός και θιαμαλεός,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/281144,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Μικρός και θηλαμαλέος
27447,Αν έκαναν όλες οι μέλισσες μέλι θα 'τρώγαν κι οι γύφτοι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/280890,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Αν έκαναν όλες οι μέλισσες μέλι θα τρώγαν και οι γύφτοι
100119,"Κόλος που κλάνει, ποτέ γιατρό δεν βάνει","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/213491,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Κώλος που κλείνει, ποτέ γιατρό δεν βλέπει"
80270,Παστράδα (η) είναι μισή αρχοντιά,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257221,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Πασταράδα (η) είναι μισή αρχοντία
80255,Ολίγη σκέψη στη ζωή είναι σαν τ' αλάτι στο ρίζι,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257243,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Ολιγή σκέψη στη ζωή είναι σαν τ' αλάτι στο ρίζι.
27962,Προκοπή και χαΐρι δεν βλέπει,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257157,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Here is the translation:

Προκόπη και χαΐρι δεν βλέπει becomes Προκόπη και χάρι δεν βλέπει"
80212,Όλα παρασάνταλλα κι ο γάμος την Τετράδη,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153954,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Όλα παρασάνδαλλλα και ο γάμος τη Τετράδη
80119,Καημένε λύκε γιατί δεν τρώς ανθρώπους παρά τρώς γίδια και πρόβατα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153911,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Καιμένε λύκε γιατί δεν τρώς ανθρώπους παρά τρώς γίδια και πρόβατα becomes Καιμένε λύκε γιατί δεν τρώς ανθρώπους παρά τρώς γίδια και πρόβατα.
80157,Κριάρι ξεκομμένο το τρώει ο λύκος,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/273122,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Κριάρι ξεκομμένο το τρώει ο λύκος becomes Κριάρι ξεκομμένο το τρώει ο λύκος
93454,Δυό σπασμένοι δέρουν ένα γερό,Θεσπρωτία,http://hdl.handle.net/20.500.11853/172306,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Δυό σπασμένη δέρουν ένα γερό.
100184,Μούτριψε αγουρίδα στα μούτρα,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/282899,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Μούτριψε αγουριά στα μουτρά
27423,"Αϊ Βαρβάρα βαρβαρώνει, Αϊ Σάββας σαβατώνει κι Αϊ Νικόλας παραχώρνει","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144688,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Αϊ Βαρβάρα βαρβαρώνει, Αϊ Σάββας σαββατώνει και Αϊ Νικόλας παραχωρεί"
100174,"Μικρά παιδιά μικρά βάσανα, μεγάλα παιδιά μεγάλα βάσανα","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257312,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Μικρά παιδιά μικρά βάσανα, μεγάλα παιδιά μεγάλα βάσανα"
80309,Στάλα το στάλα το νερό το μάρμαρο τρυπάει,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/285633,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Σταλά το στάλα το νερό το μάρμαρο τρυπάει
27553,"Δεν το λέει η γίδα, το λέει το κέρατό της","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183070,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Δεν το λέει η γίδα, το λέει το κέρατό της"
100486,Το μουλάρι σε βγάζει από την λάσπη,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/282890,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Το μουλάρι σέ βγάζει από τη λάσπη
80005,Άσπρο είναι και το χιόνι αλλά το χέζουν τα σκυλιά,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/153937,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Άσπρο είναι και το χιόνι αλλά το χέζουν τα σκυλιά becomes Άσπρο είναι και το χιόνι αλλά το χέζουν τα σκύλια
99970,"Δεν το λέει πουθενά, στο μύλο και στο μεσοχώρι","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/276545,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Δεν το λέει πουθενά, στο müλο και στο μεσοχώρι"
93468,Είναι Ζαρκοπαφίλλης,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/172328,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Είναι Ζαρκοπαφίλλη
99969,Δεν τα τρώει η γάτα τα ψάρια,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/182929,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Δεν τρώει η γάτα τα ψάρια
100151,Λαθεύουν και οι παπαδιές,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257317,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Λαθεύουν και οι παπадиές
93523,Ο λύκος με μηνύματα δεν χορταινει,Θεσπρωτία,http://hdl.handle.net/20.500.11853/282045,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Ο λύκος με μηνύματα δεν χορταίνει
27682,Κι η πίττα σωστή κι ο σκύλλος χορτάτος,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/268040,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Και η πίττα σωστή και ο σκύλος χορτατός
100070,Κάθε μέρα Πασχαλιά;,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257349,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Κάθε μέρα Πάσχα;
93430,Βήκ' ο πέπονας κλάσ' τον άγγουρα,Θεσπρωτία,http://hdl.handle.net/20.500.11853/257052,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Βήκε ο πέπονες κλάσσε τον άγγουρα
93410,Αν δεν γκυλισθή ο γάιδαρος ουρανό δεν βλέπει,Θεσπρωτία,http://hdl.handle.net/20.500.11853/156425,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Αν δεν γκύλισθε ο γαϊδαρός ουρανό δεν βλέπει
80151,Κοιμήσου με γκαλιούρη να γκαλιουρήσης,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/162935,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883, Κοιμήσου με γαλιούρα να γαλιουρήσεις
28072,Του νοικοκύρη το μάτι προκόβει το χωράφι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/287342,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Του νοικοκύρη το μάτι προηγείται το χωράφι
80271,"Πέθαν' η βαβούλα μου, πλάτυν' η αγγωνούλα μου","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/257236,"Μουσελίμης, Σπ.",Θεσπρωτία,39.54401235,20.308355368968883," Πέθανε η βαβούλα μου, πλάτυνε η αγγούλα μου"
99980,Έβαλα το κεφάλι μου στον ντορβά,"Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/213499,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883, Έβαλα το κεφάλι μου στο δωμάτιο
27487,Αύγουστε καλέ μου μήνα ν'άσουν δύο βολές το χρόνο,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/144709,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," ""Αύγουστε καλέ μου μήνα ν'άσουν δύο βολές το χρόνο"" becomes ""Αύγουστε καλέ μου μήνα νάσουν δύο βολές το χρόνο"""
100026,"Είπε την ψείρα μπούμπα, τον ψύλλο καπετάνιο","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/276544,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Είπε τη ψειρά μπούμπα, τον ψύλλο καπετάνιο"
93412,Αν ήξερε ο γάϊδαρος να φάη τριφύλλι δεν πήγαινε 'ς το γομαράγκαθο,Θεσπρωτία,http://hdl.handle.net/20.500.11853/289519,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Αν ήξερε ο γαϊδαρός να φάει τριφύλλι δεν πήγαινε στο γομαράγκαθο
93578,Τί τού λείπ' τού κασσιδιάρη φούντ' από μαργαριτάρι,Θεσπρωτία,http://hdl.handle.net/20.500.11853/276828,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883, Τι του μένει το κασσιδιάρη φουντ από μαργαριτάρι
27706,Λόγος που λέγεται ψεματιανός δεν είναι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/213554,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Λόγος που λέγεται ψευδοματιάνός δεν είναι
28059,Τον έμασε τα δυό πόδια σ' ένα τσαρούχι,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183202,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Τον έβαλε τα δύο πόδια σε ένα τσαρούχι
27519,"Γάτος που μουλώνει, όλο ποντικούς μαζώνει","Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/183063,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883," Γάτος που μουλώνει, όλο ποντικούς μαζώνει becomes Γάτου που μουλώνει, όλοι ποντικείς μαζώνει."
100199,"Νάκαναν οι μύγες μέλι, θάτρωγα και γω η καημένη","Θεσπρωτία, Παραμυθιά",http://hdl.handle.net/20.500.11853/280883,"Παυλίδης, Βασίλειος Π.",Θεσπρωτία,39.54401235,20.308355368968883," Νάκανε οι μέλισσες μέλι, θάτρωγα και γω η καημένη"
27586,Ζευγάρωσαν οι σκύλλοι να οργώσουν τα χωράφια,"Θεσπρωτία, Κωστάνα",http://hdl.handle.net/20.500.11853/257104,"Ιωαννίδης, Κωνσταντίνος Θ.",Θεσπρωτία,39.54401235,20.308355368968883, Ζευγάρωσαν οι σκύλοι να οργώσουν τα χωράφια
93518,"Νοικοκύρης είναι ο Χότζας, πότε θέλει ανιβαίνει, πότι θέλει κατιβαίνει",Θεσπρωτία,http://hdl.handle.net/20.500.11853/286406,"Παναγιωτίδης, Δ. Α.",Θεσπρωτία,39.54401235,20.308355368968883," Νεοκύρης είναι ο Χότζας, όταν θέλει ανεβαινει, όταν θέλει κατεβαίνει"
