,text,place,uri,collector,area,lat,lon,llama-8b
18023,Αυτό δα είναι για να γελάη του γ'ρούν',"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/190420,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"This is for the third to laugh. (A play on the English proverb """
18222,Κόπ'κε η καρδιά τ',"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/231458,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,<|eot_id|>Break the heart of the stone. (Break
117864,Γυρέβ ψύλλο στ΄ άχερα,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/192117,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"A thorn in the side. The English translation of the given proverb is """
63314,Η πρώτη είναι σκλάβα μου κι η δεύτερη κερά μου,"Θράκη, Κεσσάνη",http://hdl.handle.net/20.500.11853/272960,"Λιουδάκη, Μαρία",Θράκη,40.8464241,25.8759377,The first is my slave and the second is my honey<|eot_id
73851,Τα ποδάρια μου είναι σ' ένα παπουτσι,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257704,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,My feet are in a shoe. (Idiomatic expression meaning that one is
96907,Έφαγαν ψωμί κι άλας μαζί,"Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/191768,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,They ate bread and salt together. (They became friends) <|eot
37354,Απ' την κόλαση φωτιά να πάρης και να προκόψης,"Θράκη, Περιστερά",http://hdl.handle.net/20.500.11853/202231,"Καλλίας, Λάμπρος Γ.",Θράκη,40.8464241,25.8759377,"From hell fire, take fire and advance<|eot_id|>"
10423,Πειότερα αρνιακά παρά πρόβια,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/142241,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,More sheep than goats<|eot_id|>
118527,"Κάλλια λόγια 'ς το χωράφ' παρά, μάγγανα 'ς τ' αλών'",Θράκη,http://hdl.handle.net/20.500.11853/202385,"Χρήστος, Νικόλαος",Θράκη,40.8464241,25.8759377,"Nice words fit in a field, but a basket of wheat in a ditch."
18440,"Τα γαϊδούρια με το “ορίστε κύριε”, μέσ' στο παιχνίδι μπαίν'να. Θέλ'να μι του ξύλο απάν' στου κεφάλ'","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/210574,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"The donkeys are asking ""lord, have mercy"" while they're in the"
102420,"Πατεί το βαρύ, σηκώνεται τα αλαφρό","Θράκη, Σκοπός",http://hdl.handle.net/20.500.11853/188001,"Πετρόπουλος, Δημήτριος",Θράκη,40.8464241,25.8759377,"He bears the heavy, lifts the light. (lit. He cuts the heavy"
117913,Έβραςσ' απ' τ' πείσμα τ,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/192016,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"He was driven mad by stubbornness. (literally: ""he was driven"
118534,Και παπάς έγινες Κώστα; Έτσι τα φερ' η κατάρα,Θράκη,http://hdl.handle.net/20.500.11853/257640,"Χρήστος, Νικόλαος",Θράκη,40.8464241,25.8759377,"And you became a priest, Kostas? The curse brought it to you"
98499,Ντρέχα γύρευε,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/197157,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,A coward seeks a pretext. (Greek Proverb) <|eot_id
107895,Όποιος λέγει λίγα κερδίζει πολλά,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/276493,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,He who speaks little gains much.  (meaning that people who are quiet and
5052,Πατείς μς πατώ σε,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/257979,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,"You are stepping on my foot, I am stepping on yours. (Greek proverb"
18208,Κατούρ'σε καρσί στου γήλιου,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/210536,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"The translation of the given proverb is:

""Where the sun shines, the wheat"
9592,Κάλιασαν τη γάτα κι την ουρά τσ',"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/209300,"Δεληγιάννης, Βασίλης",Θράκη,40.8464241,25.8759377,<|eot_id|>The cat was scolded and its tail
18295,"Ο Γάνος είναι κατηφές, η χώρα είν' ατλάζι κι αυτό το έρμο το Μηλιό στην ψείρα βράζει","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/190526,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"The bee is sad, the country is thirsty and this dry summer is burning the"
73962,Τον πέθανε τον άνθρωπο άναυλα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257848,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,"The man died, but the wolf is still alive. (The wolf is still"
18902,Αλί στον Αλή που δεν έχει πουδάρια να π'λαλή,"Θράκη, Άβδηρα",http://hdl.handle.net/20.500.11853/257670,"Ήμελλος, Στέφανος Δ.",Θράκη,40.8464241,25.8759377,He who has no eyebrows to wrinkle has no cause to frown. (
98741,"Τρύγος, θέρος, πόλεμος, Μανίτσα, γιατρός, παπάς","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/197225,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"The four are: Wheat, Summer, War, and the Doctor, the Priest"
107823,Κάλλιο μια κακή αρρώστια παρά γείτονας κακός,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/182174,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,It is better to have a bad illness than a bad neighbor.
98470,Με τον παρά μ' γ... και την κυρά μ',"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/248135,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,With the devil on my back and the old woman in front of me. (
102442,Τ' απίδ' κάτ' πε την απιδιά πέφτ',"Θράκη, Σκοπός",http://hdl.handle.net/20.500.11853/245252,"Πετρόπουλος, Δημήτριος",Θράκη,40.8464241,25.8759377,The apple falls not far from the tree. (Translation: Children often have the
106973,"Ο Απρίλης κι αν χιονίση, καλοκαίρι θα μυρίση","Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/157691,Σαμίδης,Θράκη,40.8464241,25.8759377,"If April snows, summer will bring fragrance.  (meaning: even if"
4813,Γηύρες και παίζς,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/257970,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,Don't cry over spilt milk.
96931,"Καινούργιο μου κόσκινο, και που να σε κρεμάσω;","Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/232364,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,"New sieve, where to hang it? (Lit. New sieve, where to"
96991,"Σα μπεινας και δε νυστάζεις, κουκουλώθησε και πέσε","Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/246604,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,"If you're not asleep, cover yourself and fall<|eot_id|"
10427,Ποιός είν' γερός; -Ο Γιάννης ο σπασμένος,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/164819,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,Who is good? - John the broken<|eot_id|>
18466,Το λαγύνι πολλές φορές πάει στη βρύσ' άμα μια φορά σπάνι,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/210609,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,The mill goes to the well many times if it goes there once.  (
118302,Σκάνεις αυγό και χύνεσαι;,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/191966,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,You're breaking your head over something that's not worth it. (Literal translation
10325,Κάθε θάμα δέκα μέρες το πολύ σαράντα μέρες,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/164801,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,Every sight lasts at most forty days. (English translation of the proverb) <
28140,Πε' τον κακοπεβγάστη ας έν και πίτερα,"Θράκη, Βιζύη",http://hdl.handle.net/20.500.11853/268339,"Ιωαννίδης, Σάββας",Θράκη,40.8464241,25.8759377,"He who has been beaten by a bad horse, let him also give it oats"
73037,Άσπου δουλειά,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/152820,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,As soon as there is work. (meaning: hard work leads to success)
107070,Πότε Πάσχα και πότε Φάσκα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257841,Σαμίδης,Θράκη,40.8464241,25.8759377,When is Easter and when is Ascension Day?  (When is Easter and
106800,Έγινε ή είναι άμπακας στα γράμματα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/157744,Σαμίδης,Θράκη,40.8464241,25.8759377,It has or is back to the letters. (It is or has become a
107969,Του σκλι π' αλιχτάει μη του φουβάσει,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/258085,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,Don't scold the fisherman while he's at sea.  (Don
73074,Από δω πάν οι ξένοι (άλλοι),"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/204614,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,From there all are foreigners (others) <|eot_id|>
17965,"Άσπρο κι στρογγ'λό, κι του γεννάει κι η κόττα","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/190494,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"A black and long dog, and the kitten gives birth to it. (The"
106777,Αφρίτης έγινε,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/157739,Σαμίδης,Θράκη,40.8464241,25.8759377,A drop of ink<|eot_id|> makes that paper white<
107753,Αδικιάς σπυρί σπαρμένο κιάν φυτρώσει δεν σταχιάζει,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/157885,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,Unpunished evil sown will grow and will not be rooted out. (
28158,Το αρκουδόμαλλι μετάξι δεν γίνεται,"Θράκη, Βιζύη",http://hdl.handle.net/20.500.11853/144842,"Ιωαννίδης, Σάββας",Θράκη,40.8464241,25.8759377,A silk thread will not be spun from a donkey's hair. (The
118221,Πάγωσε το γαίμα ι',"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/191865,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,The blood has frozen in my veins. (The blood has frozen on my veins
118213,"Ότ να γελάϊς το νίβεσαι, μόνε παπά να γελάϊς, παπάς δε γίνεσαι","Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/246651,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"You have to laugh when you're a fool, only a priest laughs, you"
73212,Δεν μετρούν με την πιθαμή σου,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/281735,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,They don't measure with the length of your arm. (They judge you based
73422,Κάμνει του κεφαλιού του,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/204602,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,He thinks of his head. (Literally: He works his head.)<
9743,Τριλλές τα κερδαίνουν γνωστικοί τα τρών,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/185927,"Δεληγιάννης, Βασίλης",Θράκη,40.8464241,25.8759377,The wise ones reap the benefits. (Literally: The three-legged ones reap
106760,Απ αυτό το πλευρό να κοιμηθής,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/203033,Σαμίδης,Θράκη,40.8464241,25.8759377,Don't sleep on the wrong side. (Don't sleep on the side that
98195,Άμ βέβαια....Σα δε σε διώ ψωμί δεν τρώγω,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/197097,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"If you don't hit me, I don't eat bread. (It means"
98351,Η κάργα κάθεται πα στην κουπριγιά,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/214727,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,The beggar sits on a golden chair. (The poor man sits in a
107974,Χτύπα τις πόρτες ν' ακούσουν τα παραστάθια,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/157894,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,Knock on the doors so that the dwarves may hear. (English translation
28107,Η μάννα πονεί την καρδιά κ' η πεθερά την φτέρνα,"Θράκη, Βιζύη",http://hdl.handle.net/20.500.11853/202249,"Ιωαννίδης, Σάββας",Θράκη,40.8464241,25.8759377,The mother pains the heart and the mother-in-law pains the belly.  (
96972,"Παλαμίδα σε μυρίζει, ντειμεντέν να φας κολοιό","Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/246601,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,"A peacock smells a hen, but doesn't want to eat a crow."
109241,Άκουσε τον αναβαλλόμενο,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/158216,"Σταμούλη – Σαραντή, Ελπινίκη",Θράκη,40.8464241,25.8759377,Listen to the procrastinator. It is not a good sign. It is a
73060,Αν έχη χίλια χρόνια κι' ο κόσμος όλος,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/165191,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,If I had a thousand years and all the world<|eot_id|
9634,Με του μυαλό ήβρανα κι του Θεό,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/227686,"Δεληγιάννης, Βασίλης",Θράκη,40.8464241,25.8759377,With the mind of a Jew and the heart of God. (Greek proverb)
115255,"Κάηκα, μάννα μ, κάηκα! Μ' κάηκες για, παιδί μ, άντρας σ πέθανε και δε θα καής; Όχ' και συ, 'π' τουν άνδρα μ', π' του πιττί πό 'χουν στουν γκόρφου μ","Θράκη, Κεσσάνη",http://hdl.handle.net/20.500.11853/189270,"Τσομάκα, Ελένη",Θράκη,40.8464241,25.8759377,"The proverb translates to English as:

""Oh mother, I'm burning! Why are"
96989,Πώς θαρρείς ντον άλλονα; Σαν ντον ευτό μου,"Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/191792,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,How do you think the other will be left? As my own.  (
118460,Βάζει κ' η κοσκινού τον άνδρα της με τους πραματευτάδες,Θράκη,http://hdl.handle.net/20.500.11853/257629,"Χρήστος, Νικόλαος",Θράκη,40.8464241,25.8759377,Sets the wife of the weaver with the merchants. (Translation of the proverb
73890,Το βαρυό το λαφριό το σηκώνει,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/152855,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,The heavy is lifted by the clever one. <|eot_id|>
5119,Σάν Οβραίγος φοβάται,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/169210,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,The one who digs a well fears water. (The one who digs a well
28104,Η κακιά η πληγή γιανίσκει μα ο κακός ο λόγος σε πεμνίσκει,"Θράκη, Βιζύη",http://hdl.handle.net/20.500.11853/202245,"Ιωαννίδης, Σάββας",Θράκη,40.8464241,25.8759377,"A bad wound heals but a bad word festers.  or
A bad"
118479,Έλα παππού μου να σου δείξου τ' αμπέλια σου,Θράκη,http://hdl.handle.net/20.500.11853/165329,"Χρήστος, Νικόλαος",Θράκη,40.8464241,25.8759377,"Come, grandfather, and show me your vines. (meaning: come and show"
10457,"Το λέγω σένα, πεθερά για να τ' ακούη η νύφη","Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/274966,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,"I'm telling you this, mother-in-law, so the daughter-in-law will"
98439,Κλαίει ο διάβολος τα παιδιά τ',"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/214725,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,The devil cries over the children's spoons. (Translation of the Greek proverb
18095,Ένα χρόνο κι' ένα μήνα έγνεθ' ένα 'δράχτι νήμα τι 'βανε και στο ραφάκι το 'φαγε τι ποντικάκι,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/231334,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"A year and a month can break a reed straw, and a tiny mouse"
73629,Όποιος δε με ξέρει ακριβά με αγοράζει,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/289227,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,Whoever doesn't know me will buy me dearly<|eot_id|
10255,Απ' Μάρτη καλοκαίρι κι απ' Αύγουστο χειμώνα,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/142262,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,From March summer and from August winter. This proverb means that when the weather is
98587,Πέ τή βία δουλειά δέ γίνται,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/197091,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"Through force, work is not done. (The work is done with force,"
18105,Έχ' το αλμπενή και τη γλυκειά τη γλώσσα,"Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/190497,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,It has the Albanian and the sweet tongue<|eot_id|>
73826,Τα είπε από ράμμα ως βελόνι,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/152825,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,He said it from scratch to needle. (It means he said it from the
107024,Όποιος τρώγει σκόρδα σκορδαλιές βρωμά,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257726,Σαμίδης,Θράκη,40.8464241,25.8759377,"Whoever eats bitter things, bitter things smell of<|eot_id|"
117833,Βουρβούλιαξ ο κώλος τ,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/232418,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,The big barrel is not a sphere<|eot_id|>
110145,"Να σε κάψω, Γιάννη, να σ΄αλείψω μύξα να γιάνη","Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/267932,"Σταμούλη – Σαραντή, Ελπινίκη",Θράκη,40.8464241,25.8759377,"If you were to burn me, John, I would still be John<|"
28141,Πέσε απίδι να σε φάγω,"Θράκη, Βιζύη",http://hdl.handle.net/20.500.11853/257862,"Ιωαννίδης, Σάββας",Θράκη,40.8464241,25.8759377,Drop a crumb so I can eat you<|eot_id|>
106733,"Άνθρωπο βλέπεις, μα καρδία δεν ξεύρεις","Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/269723,Σαμίδης,Θράκη,40.8464241,25.8759377,"You see a man, but you don't know his heart. |You can"
73341,"Η αυλή σου σαν διψά, έξω το νερό μη χύνης","Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/168965,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,Do not spill water outside when your courtyard is thirsty. (Translation: Do not
106938,Με το κηρί τον γύρευα,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/166220,Σαμίδης,Θράκη,40.8464241,25.8759377,I was searching for a candle. (It means that you look for trouble.)
98440,"Κλαίν' οι χήρες, κλαίν' κτ οι παντρεμένες","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/214720,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"Crying widows, crying married women. (Widows cry, married"
98437,"Κι ο σκύλος ξεχειμωνιάζ', μη η πέτσα τ' το ξαίρ'","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/238654,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"Even the dog is wintering, do not remove the splinter. (Translation"
5173,Τη Καθαροδευτέρα στήννα τα μουνιά παντιέρα,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/257977,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,"On Clean Monday, sew the pant legs. (meaning: do all your pending"
73137,Βγαίνουν απ' τη ράχη του,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/257696,"Μανασσείδης, Συμεών Α.",Θράκη,40.8464241,25.8759377,They come out of his back<|eot_id|>
10284,Δούλεψε να ζήσης κ' εύρε να χης,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/164841,"Δημοσθενόπουλος, Σωσίπατρος",Θράκη,40.8464241,25.8759377,Work to live and find to lose. (Proverb of Greece) <|
102456,Το κακό ξυδ' τ' αγγειό τ' μαραίν',"Θράκη, Σαμακόβι",http://hdl.handle.net/20.500.11853/229387,"Πετρόπουλος, Δημήτριος",Θράκη,40.8464241,25.8759377,Evil is more bitter when it is hidden.
5135,Σκίσκε η γη και τον πήρε,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/169151,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,Cut the land and he took it. (The land is not worth anything if
98220,Αντίο θα κάν'ς το δαχτυλ' σου θα μείν',"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/238609,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"Goodbye, you'll make your finger stay. (Goodbye, you'll"
91972,Σώπα συ να πω ιγώ σήκου συ να κάτσ' ιγώ,"Θράκη, Μάδυτος",http://hdl.handle.net/20.500.11853/257879,"Οικονομίδης, Απόστολος Β.",Θράκη,40.8464241,25.8759377,"Speak softly, so I can hear what you say, sit quietly, so I"
107113,Της καραβάνας λόγια,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/205867,Σαμίδης,Θράκη,40.8464241,25.8759377,The words of the small boat. (The small boat is a metaphor for a
107939,"Σε όποιον δάσκαλον θα πας, τέτοια γράμματα θα μάθης","Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/258060,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,You will learn the letters of the teacher you go to. (Greek Proverb
118287,"Σαν αρτυθώ, να φάγ' αρνί, κι' αν φάγω να' ναι ψάρι","Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/191955,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"As I speak, I eat a pig, and as I eat, it's"
97005,Το δέντρο όντας είναι μικρό σιάζει,"Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/191797,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,"The tree being small, it casts a small shadow. (English translation) <"
96893,"Βράζ' ο μύλος, δεν ακούει","Θράκη, Σωζόπολη",http://hdl.handle.net/20.500.11853/191771,"Παπαϊωαννίδης, Κωνσταντίνος Δ.",Θράκη,40.8464241,25.8759377,"The mill is grinding, it doesn't listen. (The mill is grinding,"
107759,Αν είχες το νου σου στα μαθήματα δε θάχες ώρα για σκασίματα,"Θράκη, Σουφλί",http://hdl.handle.net/20.500.11853/287261,"Σεϊτανίδης, Δημήτριος",Θράκη,40.8464241,25.8759377,"If you had your wits in school, you wouldn't have time for mischief"
18289,"Ξένος πόνος, ξώδερμα","Θράκη, Αυδήμιο",http://hdl.handle.net/20.500.11853/210542,"Ζήσης, Ευστράτιος",Θράκη,40.8464241,25.8759377,"A stranger's pain, foreign skin.  This is a Greek proverb."
117830,Βούλγαρος παλιοτουρλάκις,"Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/192023,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,A Bulgarian old Turk<|eot_id|>A Bulgarian is a second
98368,"Ηύρε το πέταλο, πέμνε τάλογο","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/197195,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,"Find the wing, throw the tail<|eot_id|>"
110413,Παντού χώνει τη μύτη του,"Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/285240,"Σταμούλη – Σαραντή, Ελπινίκη",Θράκη,40.8464241,25.8759377,He sticks his nose into everything. (He is nosy) or He sticks
117637,Αλλού μί τρίβεις δέσποτα κι' αλλού χω γώ το πόνο,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/159262,"Χατζόπουλος, Κωνσταντίνος Ν.",Θράκη,40.8464241,25.8759377,"Wherever you strike the master, and wherever I feel the pain. (Where"
107054,Παλαμίδα μυρίζει ντεϊμιντέ να φας κολοιό,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/283653,Σαμίδης,Θράκη,40.8464241,25.8759377,A peacock smells like a daimon if it eats a crow.
37461,Το σίδηρον κτυπουν εν όσω ένναι ζεστον,"Θράκη, Περιστερά",http://hdl.handle.net/20.500.11853/257918,"Καλλίας, Λάμπρος Γ.",Θράκη,40.8464241,25.8759377,"While the iron is hot, strike it. (While the iron is hot,"
4851,Έκανε και η Νιάδα στάρρ,"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/269900,"Βαφείδης, Θεολόγης Γ.",Θράκη,40.8464241,25.8759377,She also made the Naida star<|eot_id|>The N
117640,Γούλα μας σωστά κι ο γάμος μας Τετράδ',"Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/159260,"Χατζόπουλος, Κωνσταντίνος Ν.",Θράκη,40.8464241,25.8759377,"The translation of the given proverb is: ""A good match for us, and"
98505,"Ο άρρωστος πο ντες κλάν', τη γιατρού η τσέπ' χάν'","Θράκη, Σαράντα Εκκλησίες",http://hdl.handle.net/20.500.11853/214724,"Παπαχριστοδούλου, Πολύδωρος",Θράκη,40.8464241,25.8759377,The sick person who doesn't go to the doctor loses his purse.  (
106909,Κόπηκε στον κόμπο,"Θράκη, Αίνος",http://hdl.handle.net/20.500.11853/205868,Σαμίδης,Θράκη,40.8464241,25.8759377,Cutting the thread. This proverb means that a small mistake can cause big problems
91704,Άγι Γιώρην βόγιαθα με. -αμ ανέμιζε και συ τα χέργια σ' κομμάτ',"Θράκη, Μάδυτος",http://hdl.handle.net/20.500.11853/155867,"Οικονομίδης, Απόστολος Β.",Θράκη,40.8464241,25.8759377,"The given proverb in English is: ""Saint George for me. - Ah,"
118096,"Μαύρη μοίρα κι' άσπρη ψείρα, που σε ηύβρα και σε πήρα","Θράκη, Πετροχώρι Μετρών",http://hdl.handle.net/20.500.11853/232515,"Χουρμουζιάδης, Κ.",Θράκη,40.8464241,25.8759377,"Black fate and white flax, that honored you and took you<|e"
